movie,year,rating,genre,runtime,imdb_rating,metascore,votes,descriptions
Bromates,2022,4,Comedy,98,4,,630,"Two best friends who break up with their girlfriends at the same time, subsequently deciding to move in with each other."
Hawa/II,2022,7.7,Drama|Mystery,131,7.7,,6037,Miracles about the life story of fishermen.
Anek,2022,6.4,Action|Drama|Sport,147,6.4,,22360,"A socio political, action thriller set against the geopolitical backdrop of Northeast India."
Testament: The Parables Retold,2022,7.6,Drama,120,7.6,,176,"Luke hides from the dreaded Temple Guard with the early disciples hoping to further his research into his report on Jesus, but he gets more than he bargained for when he begins to hear the great storyteller's own stories; the parables."
"Small, Slow but Steady",2022,7,Drama|Sport,99,7,79,838,"A hearing-impaired woman with dreams of becoming a professional boxer due to the pandemic is threatened closure of her boxing club and the illness of its ageing president, who has been her biggest supporter, push her to the limit."
Dakota,2022,5.3,Family,96,5.3,,2900,"It centers on Kate, a widow who lost her husband in the war in Afghanistan and is struggling to maintain her small-town farm with her daughter while also running the local volunteer fire department."
The Deal,2022,4.4,Drama|Thriller,80,4.4,,350,"At first glance, Cat and Borja are the perfect couple but like every marriage, they hide secrets, lies, and infidelities from each other. All of them will surface the same night they receive an unexpected visitor."
The Haunting of the Murder House,2022,3.7,Horror,78,3.7,,374,"In October, four filmmakers disappeared in a haunted house while live streaming on social media. A year later, their footage was found."
Water Gate Bridge,2022,5.6,Action|Drama|History,153,5.6,,1259,"Sequel to ""The Battle at Lake Changjin"". Follows the Chinese People's Volunteers (CPV) soldiers on a new task, and now their battlefield is a crucial bridge on the retreat route of American troops."
Tiny Cinema,2022,4.8,Comedy|Horror,84,4.8,,490,A mysterious stranger tells the twisted tale of seemingly unconnected strangers caught in a series of otherworldly events whose lives will change in incredible ways forever.
Dasvi,2022,7.5,Comedy|Drama,125,7.5,,56147,"Jailed under a tough cop, an uneducated politician decides to spend his time studying for high school, while his scheming wife has plans of her own."
The Girl on the Mountain,2022,4.5,Drama|Thriller,94,4.5,,431,"When a reclusive backwoodsman finds a mute little girl wandering alone in the forest, he must protect her from the evil forces determined to end her life."
Twisted Vines,2022,6.8,Crime|Drama,84,6.8,,49,"A wine country wedding is interrupted by the sheriff who comes out to warn the guests about a nearby fire, but ends up staying to solve an unexpected murder that turns all the guests into suspects."
County Line: No Fear,2022,7.2,Action,,7.2,,53,Sheriff Rockwell's retirement gets derailed when he helps Sheriff Porter with a ruthless syndicate boss from Atlanta.
Frost/II,2022,3.2,Adventure|Horror|Thriller,80,3.2,,404,A young woman and her estranged father fight to survive after being stranded on a remote mountainside during a winter storm.
Easy Tiger,2022,5.7,Drama,60,5.7,,65,"An unexpected moment in a session with a client confronts a psychologist with his own inner world. Alienated by the isolation of his seemingly perfect city life, the psychologist encounters...                See full summary »"
Manticore,2022,7.2,Drama,115,7.2,,1433,A video game designer's trauma following a fire manifests in a frightening obsession.
The Stranger/IX,2022,4.1,Horror,79,4.1,,260,"Following the death of her husband, the grieving proprietor of a small hotel finds her life turned further upside down after the arrival of a mysterious guest who won't leave."
"Two Weeks, End",2022,5.1,Thriller,90,5.1,,259,"A man falls for his daughter's classmate and they get entangled in a steamy affair. When their sexual desire becomes obsession, things turn crazy."
The Class,2022,4.4,Drama,114,4.4,,200,"A coming of age film about a group of high school seniors forced to spend a Saturday at school completing an exam they either missed taking or failed. By the end of the day, they find their...                See full summary »"
The Fight Machine,2022,4.9,Action|Drama|Sport,104,4.9,,127,Two young men from different backgrounds find their destinies linked when they meet up in the world of illegal bare-knuckle fighting.
Jezabel,2022,6.6,Crime|Thriller,108,6.6,,208,"Four upper-class high school students who live carefree between drugs, games and love until one of the girls, Eli, is brutally killed. Sixteen years later, the memory of the crime torments Alain, another member of the group."
Barrio Boy,2022,7.7,Drama,80,7.7,,24,A Latine barber in a macho world faces a tough road ahead when feelings develop for a handsome stranger during a hot and sweaty summer in Brooklyn.
Frida/I,2022,4.2,Drama,61,4.2,,24,"Frida is an artist, but experiences difficulties selling her paintings. A lesbian herself, she is forced to earn a living in dubious ways, satisfying sexual fantasies of VIP clients."
